date,year,month,day_of_week,day_name,season,location,pm25,pm10,no2,co,so2,o3,temperature,humidity,wind_speed,rainfall_mm,aqi,aqi_category
2020-02-05,2020,2,2,Wednesday,Wet,Simunye,7.26,14.44,13.06,0.394,4.52,41.31,31.8,66.1,5.2,13.81,30,Good
2020-02-06,2020,2,3,Thursday,Wet,Simunye,8.68,14.06,12.98,0.436,5.41,44.09,23.0,63.5,3.9,9.86,36,Good
2020-02-07,2020,2,4,Friday,Wet,Simunye,11.23,22.73,10.43,0.409,5.12,45.67,27.3,60.5,3.8,2.85,47,Moderate
2020-02-08,2020,2,5,Saturday,Wet,Simunye,7.45,13.67,10.55,0.353,4.32,48.53,28.1,74.6,5.7,4.39,31,Good
2020-02-09,2020,2,6,Sunday,Wet,Simunye,8.81,17.35,9.33,0.364,3.83,44.56,28.0,68.6,6.5,0.52,37,Good
2020-02-10,2020,2,0,Monday,Wet,Simunye,10.17,18.06,12.02,0.369,4.65,42.85,29.7,60.0,3.9,0.53,42,Moderate
2020-02-11,2020,2,1,Tuesday,Wet,Simunye,10.23,21.87,13.48,0.435,4.68,41.11,29.1,56.7,3.0,3.59,43,Moderate
2020-02-12,2020,2,2,Wednesday,Wet,Simunye,9.53,19.77,11.35,0.418,4.13,45.08,24.3,87.1,6.5,1.57,40,Good
2020-02-13,2020,2,3,Thursday,Wet,Simunye,9.85,18.65,12.41,0.453,4.75,43.78,23.2,77.8,2.9,2.11,41,Good
2020-02-14,2020,2,4,Friday,Wet,Simunye,10.23,19.59,13.31,0.424,5.43,44.39,27.2,91.4,6.3,0.56,43,Moderate
2020-02-15,2020,2,5,Saturday,Wet,Simunye,10.06,22.15,11.51,0.387,4.79,42.09,29.0,81.3,4.2,3.99,42,Moderate
2020-02-16,2020,2,6,Sunday,Wet,Simunye,6.24,11.04,8.96,0.318,4.81,48.96,26.9,68.5,4.8,12.57,26,Good
2020-02-17,2020,2,0,Monday,Wet,Simunye,11.21,23.33,11.38,0.449,4.51,44.91,27.5,62.6,4.8,1.04,47,Moderate
2020-02-18,2020,2,1,Tuesday,Wet,Simunye,8.15,18.79,14.51,0.399,5.46,42.13,26.8,82.0,5.4,17.59,34,Good
2020-02-19,2020,2,2,Wednesday,Wet,Simunye,9.26,18.78,16.76,0.43,5.86,42.03,27.1,84.3,5.4,4.47,39,Good
2020-02-20,2020,2,3,Thursday,Wet,Simunye,9.17,18.2,12.67,0.367,4.89,33.35,33.2,80.4,4.3,8.13,38,Good
2020-02-21,2020,2,4,Friday,Wet,Simunye,8.35,17.32,11.13,0.431,5.02,48.63,25.9,69.6,2.7,9.57,35,Good
2020-02-22,2020,2,5,Saturday,Wet,Simunye,6.42,12.79,11.42,0.349,3.88,42.84,30.0,72.8,6.1,9.22,27,Good
2020-02-23,2020,2,6,Sunday,Wet,Simunye,8.63,14.97,10.81,0.364,4.41,41.77,28.1,77.7,5.3,3.03,36,Good
2020-02-24,2020,2,0,Monday,Wet,Simunye,11.57,21.78,12.75,0.459,6.08,47.24,27.9,77.5,4.9,1.36,48,Moderate
2020-02-25,2020,2,1,Tuesday,Wet,Simunye,9.01,18.56,13.67,0.39,4.98,42.84,27.0,74.6,5.5,7.52,38,Good
2020-02-26,2020,2,2,Wednesday,Wet,Simunye,9.95,21.16,10.06,0.409,5.35,35.18,23.4,73.9,3.0,2.2,41,Good
2020-02-27,2020,2,3,Thursday,Wet,Simunye,10.32,17.36,12.62,0.413,4.89,45.63,23.7,72.7,3.8,0.04,43,Moderate
2020-02-28,2020,2,4,Friday,Wet,Simunye,12.1,23.99,12.36,0.432,5.1,44.96,27.8,73.6,4.1,0.92,51,Moderate
2020-02-29,2020,2,5,Saturday,Wet,Simunye,6.85,12.43,10.49,0.319,3.57,44.28,25.3,67.3,4.0,18.52,29,Good
2020-03-01,2020,3,6,Sunday,Wet,Simunye,12.98,26.48,9.49,0.469,5.87,43.4,21.3,78.0,2.8,1.18,53,Moderate
2020-03-02,2020,3,0,Monday,Wet,Simunye,11.78,25.22,15.23,0.519,5.58,42.49,21.7,62.6,5.0,0.48,49,Moderate
2020-03-03,2020,3,1,Tuesday,Wet,Simunye,12.49,23.57,15.04,0.521,5.98,45.62,31.6,74.5,4.4,0.17,52,Moderate
2020-03-04,2020,3,2,Wednesday,Wet,Simunye,11.22,22.4,14.37,0.5,5.26,40.17,30.5,80.6,4.2,5.88,47,Moderate
2020-03-05,2020,3,3,Thursday,Wet,Simunye,12.7,22.03,16.11,0.527,6.48,38.59,32.3,75.8,4.2,0.55,52,Moderate
2020-03-06,2020,3,4,Friday,Wet,Simunye,14.87,26.67,14.92,0.47,6.48,50.84,19.9,57.5,3.5,0.42,57,Moderate
2020-03-07,2020,3,5,Saturday,Wet,Simunye,9.63,18.22,14.21,0.359,5.09,46.06,28.1,56.7,6.4,0.81,40,Good
2020-03-08,2020,3,6,Sunday,Wet,Simunye,10.16,22.26,11.26,0.458,4.81,42.23,24.8,84.7,7.2,0.59,42,Moderate
2020-03-09,2020,3,0,Monday,Wet,Simunye,12.62,23.6,15.71,0.478,5.81,37.26,25.8,66.6,2.9,2.06,52,Moderate
2020-03-10,2020,3,1,Tuesday,Wet,Simunye,15.97,30.93,13.89,0.46,6.53,44.09,25.1,86.1,1.9,0.07,59,Moderate
2020-03-11,2020,3,2,Wednesday,Wet,Simunye,13.98,29.88,15.61,0.406,4.64,43.41,22.9,67.7,4.5,0.82,55,Moderate
2020-03-12,2020,3,3,Thursday,Wet,Simunye,9.81,17.76,15.27,0.486,5.85,39.4,31.1,60.9,5.5,2.95,41,Good
2020-03-13,2020,3,4,Friday,Wet,Simunye,12.51,23.47,14.8,0.48,4.2,38.69,29.7,80.6,5.0,2.23,52,Moderate
2020-03-14,2020,3,5,Saturday,Wet,Simunye,8.96,18.4,13.61,0.366,5.29,45.91,26.3,70.4,4.9,0.44,37,Good
2020-03-15,2020,3,6,Sunday,Wet,Simunye,9.66,18.32,11.05,0.403,5.95,43.89,32.3,74.5,3.7,5.63,40,Good
2020-03-16,2020,3,0,Monday,Wet,Simunye,14.99,30.61,12.08,0.42,5.89,44.07,27.4,69.2,2.7,0.33,57,Moderate
2020-03-17,2020,3,1,Tuesday,Wet,Simunye,11.2,21.27,12.65,0.495,6.92,43.33,22.8,67.1,4.6,0.68,47,Moderate
2020-03-18,2020,3,2,Wednesday,Wet,Simunye,12.21,23.43,15.64,0.519,5.37,47.2,28.7,66.8,5.2,3.84,51,Moderate
2020-03-19,2020,3,3,Thursday,Wet,Simunye,12.06,24.45,15.69,0.447,5.26,42.56,22.8,82.4,3.0,2.55,500,Moderate
2020-03-20,2020,3,4,Friday,Wet,Simunye,11.99,21.99,14.2,0.387,6.93,38.98,23.0,67.6,4.9,6.72,50,Moderate
2020-03-21,2020,3,5,Saturday,Wet,Simunye,9.03,19.32,11.24,0.316,5.55,39.35,28.5,76.8,4.5,13.59,38,Good
2020-03-22,2020,3,6,Sunday,Wet,Simunye,10.59,20.62,10.53,0.369,4.58,40.24,27.6,77.1,4.0,3.52,44,Moderate
2020-03-23,2020,3,0,Monday,Wet,Simunye,10.42,21.58,13.71,0.517,5.35,44.21,28.7,69.3,6.7,4.96,43,Moderate
2020-03-24,2020,3,1,Tuesday,Wet,Simunye,12.49,26.87,11.08,0.491,4.92,49.1,28.2,51.5,7.0,0.55,52,Moderate
2020-03-25,2020,3,2,Wednesday,Wet,Simunye,10.51,21.95,13.48,0.471,6.32,49.57,28.8,77.4,5.4,2.47,44,Moderate
2020-03-26,2020,3,3,Thursday,Wet,Simunye,11.07,20.91,12.36,0.538,5.95,47.74,31.2,83.9,4.8,7.3,46,Moderate
2020-03-27,2020,3,4,Friday,Wet,Simunye,14.37,26.54,11.85,0.458,4.73,44.57,22.5,65.1,3.7,0.1,56,Moderate
2020-03-28,2020,3,5,Saturday,Wet,Simunye,10.04,22.62,11.49,0.396,4.28,41.52,24.9,85.0,4.6,4.74,42,Moderate
2020-03-29,2020,3,6,Sunday,Wet,Simunye,12.5,24.24,10.83,0.435,4.1,39.46,38.2,75.8,4.4,0.5,52,Moderate
2020-03-30,2020,3,0,Monday,Wet,Simunye,11.24,22.24,13.44,0.473,6.27,48.19,28.0,71.8,4.7,2.07,47,Moderate
2020-03-31,2020,3,1,Tuesday,Wet,Simunye,11.27,21.43,17.43,0.483,6.04,41.46,38.2,70.5,5.7,6.81,47,Moderate
2020-04-01,2020,4,2,Wednesday,Wet,Simunye,12.96,26.71,13.82,0.476,5.92,29.79,17.9,42.4,5.6,0.31,53,Moderate
2020-04-02,2020,4,3,Thursday,Wet,Simunye,14.12,27.95,14.64,0.504,6.08,28.64,19.9,62.4,4.9,0.54,55,Moderate
2020-04-03,2020,4,4,Friday,Wet,Simunye,13.62,27.27,13.63,0.474,5.48,28.32,23.1,53.3,1.8,0.06,54,Moderate
2020-04-04,2020,4,5,Saturday,Wet,Simunye,9.75,19.43,11.32,0.388,5.68,30.78,24.5,65.9,4.4,4.67,41,Good
2020-04-05,2020,4,6,Sunday,Wet,Simunye,9.42,17.82,12.38,0.386,5.01,29.46,22.9,75.4,3.8,2.0,39,Good
2020-04-06,2020,4,0,Monday,Wet,Simunye,12.03,24.1,15.74,0.471,6.4,33.79,19.2,45.4,4.5,0.17,500,Moderate
2020-04-07,2020,4,1,Tuesday,Wet,Simunye,13.25,25.19,14.04,0.489,6.35,29.23,20.5,53.2,5.3,0.07,53,Moderate
2020-04-08,2020,4,2,Wednesday,Wet,Simunye,14.7,30.48,15.02,0.5,7.01,32.38,21.7,59.1,4.0,0.95,56,Moderate
2020-04-09,2020,4,3,Thursday,Wet,Simunye,14.72,28.38,12.24,0.442,6.15,25.57,28.1,49.1,4.4,1.76,57,Moderate
2020-04-10,2020,4,4,Friday,Wet,Simunye,15.38,27.78,13.42,0.406,6.75,33.55,23.8,59.2,3.7,0.98,58,Moderate
2020-04-11,2020,4,5,Saturday,Wet,Simunye,10.54,19.73,12.9,0.375,4.62,28.35,20.5,51.3,4.4,1.88,44,Moderate
2020-04-12,2020,4,6,Sunday,Wet,Simunye,12.62,22.74,12.97,0.346,4.37,29.1,20.5,59.8,0.5,0.13,52,Moderate
2020-04-13,2020,4,0,Monday,Wet,Simunye,11.42,22.31,13.2,0.493,5.62,29.02,18.4,58.4,4.6,0.13,48,Moderate
2020-04-14,2020,4,1,Tuesday,Wet,Simunye,10.97,21.75,12.85,0.506,4.9,29.59,24.5,57.2,5.7,3.53,46,Moderate
2020-04-15,2020,4,2,Wednesday,Wet,Simunye,13.6,23.57,15.08,0.476,6.06,31.35,22.0,51.7,3.6,1.23,54,Moderate
2020-04-16,2020,4,3,Thursday,Wet,Simunye,12.96,28.02,11.92,0.43,6.12,30.66,26.3,60.4,5.4,1.52,53,Moderate
2020-04-17,2020,4,4,Friday,Wet,Simunye,15.29,31.06,13.06,0.444,5.2,27.31,20.8,53.4,4.3,0.29,58,Moderate
2020-04-18,2020,4,5,Saturday,Wet,Simunye,11.25,21.97,8.64,0.347,5.2,32.27,22.9,67.8,5.9,0.91,47,Moderate
2020-04-19,2020,4,6,Sunday,Wet,Simunye,10.74,21.9,12.07,0.342,4.8,28.54,29.1,67.4,3.1,2.54,45,Moderate
2020-04-20,2020,4,0,Monday,Wet,Simunye,16.94,33.1,14.81,0.381,5.23,29.52,24.1,53.5,3.1,0.22,61,Moderate
2020-04-21,2020,4,1,Tuesday,Wet,Simunye,14.58,31.7,14.69,0.48,6.15,31.36,15.5,46.6,5.1,1.06,56,Moderate
2020-04-22,2020,4,2,Wednesday,Wet,Simunye,10.56,18.59,15.97,0.49,6.64,27.59,28.3,55.4,8.4,0.37,44,Moderate
2020-04-23,2020,4,3,Thursday,Wet,Simunye,13.91,26.68,11.86,0.44,6.67,30.5,20.6,60.7,4.9,0.17,55,Moderate
2020-04-24,2020,4,4,Friday,Wet,Simunye,11.71,20.92,14.83,0.455,6.06,32.86,24.5,58.0,4.8,2.05,49,Moderate
2020-04-25,2020,4,5,Saturday,Wet,Simunye,13.07,24.02,11.13,0.424,4.74,27.93,24.7,57.5,4.4,1.03,53,Moderate
2020-04-26,2020,4,6,Sunday,Wet,Simunye,10.42,18.83,9.16,0.362,4.46,28.23,15.5,49.0,5.0,0.37,43,Moderate
2020-04-27,2020,4,0,Monday,Wet,Simunye,15.79,33.16,14.29,0.449,7.13,32.83,24.4,52.8,3.3,0.76,59,Moderate
2020-04-28,2020,4,1,Tuesday,Wet,Simunye,16.33,29.37,13.78,0.535,6.07,25.25,18.5,68.9,3.1,0.81,60,Moderate
2020-04-29,2020,4,2,Wednesday,Wet,Simunye,13.81,26.85,13.8,0.527,6.48,29.8,16.2,74.6,1.7,1.65,55,Moderate
2020-04-30,2020,4,3,Thursday,Wet,Simunye,12.3,21.56,14.66,0.393,6.43,28.63,19.6,41.7,4.8,0.7,51,Moderate
2020-05-01,2020,5,4,Friday,Dry,Simunye,19.34,37.09,17.26,0.638,9.42,25.06,14.9,52.0,3.1,0.52,66,Moderate
2020-05-02,2020,5,5,Saturday,Dry,Simunye,19.58,39.36,14.69,0.594,6.72,31.53,18.4,46.5,0.4,1.21,67,Moderate
2020-05-03,2020,5,6,Sunday,Dry,Simunye,15.25,30.15,17.09,0.477,6.83,28.28,29.5,57.7,4.0,0.21,58,Moderate
2020-05-04,2020,5,0,Monday,Dry,Simunye,23.71,44.83,18.41,0.729,10.89,31.05,21.5,56.3,1.0,0.29,75,Moderate
2020-05-05,2020,5,1,Tuesday,Dry,Simunye,22.62,43.7,19.7,0.649,8.01,32.7,15.6,61.5,2.3,0.03,73,Moderate
2020-05-06,2020,5,2,Wednesday,Dry,Simunye,21.4,40.0,17.87,0.628,7.36,29.42,22.5,58.6,2.8,0.13,71,Moderate
2020-05-07,2020,5,3,Thursday,Dry,Simunye,19.02,37.54,21.11,0.528,10.12,30.25,25.7,67.8,3.4,0.55,66,Moderate
2020-05-08,2020,5,4,Friday,Dry,Simunye,24.78,46.9,19.21,0.656,6.99,35.74,19.3,66.1,2.4,0.0,78,Moderate
2020-05-09,2020,5,5,Saturday,Dry,Simunye,19.46,40.35,16.35,0.481,6.43,31.28,21.7,56.8,2.3,0.1,66,Moderate
2020-05-10,2020,5,6,Sunday,Dry,Simunye,16.99,37.05,15.2,0.527,7.47,28.64,23.9,69.3,2.1,0.37,61,Moderate
2020-05-11,2020,5,0,Monday,Dry,Simunye,22.94,43.08,19.73,0.641,8.93,30.6,20.2,49.1,1.1,0.25,74,Moderate
2020-05-12,2020,5,1,Tuesday,Dry,Simunye,20.98,39.6,20.7,0.716,8.43,30.03,20.8,71.7,2.5,0.54,70,Moderate
2020-05-13,2020,5,2,Wednesday,Dry,Simunye,20.33,41.92,20.55,0.71,7.68,31.72,20.7,72.1,3.2,0.17,68,Moderate
2020-05-14,2020,5,3,Thursday,Dry,Simunye,23.5,35.09,21.26,0.681,10.21,34.27,26.4,66.9,1.8,0.09,75,Moderate
2020-05-15,2020,5,4,Friday,Dry,Simunye,19.59,40.7,18.52,0.671,10.55,31.63,21.0,58.1,2.2,0.04,67,Moderate
2020-05-16,2020,5,5,Saturday,Dry,Simunye,15.64,32.46,17.0,0.476,7.39,31.66,14.9,53.7,3.0,0.36,58,Moderate
2020-05-17,2020,5,6,Sunday,Dry,Simunye,15.51,27.98,16.01,0.495,6.6,26.69,24.7,58.9,3.8,0.76,58,Moderate
2020-05-18,2020,5,0,Monday,Dry,Simunye,17.74,33.38,19.83,0.623,7.71,31.75,24.5,51.1,2.6,0.33,63,Moderate
2020-05-19,2020,5,1,Tuesday,Dry,Simunye,23.09,45.43,18.48,0.626,10.14,31.72,22.5,74.9,1.9,0.31,74,Moderate
2020-05-20,2020,5,2,Wednesday,Dry,Simunye,18.03,34.68,19.26,0.72,8.71,29.74,22.1,63.2,3.7,0.1,63,Moderate
2020-05-21,2020,5,3,Thursday,Dry,Simunye,19.73,35.94,19.32,0.664,9.06,31.08,17.3,33.4,2.9,0.44,67,Moderate
2020-05-22,2020,5,4,Friday,Dry,Simunye,17.02,31.22,19.96,0.634,8.76,29.28,18.2,55.1,3.6,0.11,61,Moderate
2020-05-23,2020,5,5,Saturday,Dry,Simunye,17.47,33.73,17.55,0.585,6.43,30.87,21.9,52.6,2.0,0.01,62,Moderate
2020-05-24,2020,5,6,Sunday,Dry,Simunye,20.14,35.4,15.09,0.595,7.97,31.61,17.9,55.4,1.8,0.57,68,Moderate
2020-05-25,2020,5,0,Monday,Dry,Simunye,24.97,43.26,17.81,0.698,9.33,34.21,25.4,39.1,0.8,0.13,78,Moderate
2020-05-26,2020,5,1,Tuesday,Dry,Simunye,17.15,35.61,19.14,0.584,6.77,33.03,18.2,75.5,3.1,0.06,62,Moderate
2020-05-27,2020,5,2,Wednesday,Dry,Simunye,22.01,41.76,20.54,0.701,7.3,24.7,19.3,55.1,2.7,0.12,72,Moderate
2020-05-28,2020,5,3,Thursday,Dry,Simunye,20.08,37.11,19.5,0.709,7.42,27.83,23.0,63.6,3.2,0.07,68,Moderate
2020-05-29,2020,5,4,Friday,Dry,Simunye,20.09,35.33,21.81,0.629,8.2,35.37,22.0,65.8,4.2,0.06,68,Moderate
2020-05-30,2020,5,5,Saturday,Dry,Simunye,16.49,30.79,13.75,0.506,7.79,28.45,21.7,55.0,1.3,0.61,60,Moderate
2020-05-31,2020,5,6,Sunday,Dry,Simunye,16.99,33.68,16.74,0.429,7.45,26.18,23.4,53.2,2.7,0.33,61,Moderate
2020-06-01,2020,6,0,Monday,Dry,Simunye,29.72,56.84,26.0,1.179,11.56,32.45,14.8,53.0,2.6,0.04,88,Unhealthy
2020-06-02,2020,6,1,Tuesday,Dry,Simunye,28.21,58.07,22.79,0.945,11.56,28.57,9.8,53.9,4.1,0.08,85,Unhealthy
2020-06-03,2020,6,2,Wednesday,Dry,Simunye,29.34,58.84,25.91,1.097,10.75,32.3,10.7,32.7,1.8,0.01,87,Unhealthy
2020-06-04,2020,6,3,Thursday,Dry,Simunye,25.67,52.02,28.26,1.068,10.99,30.6,15.7,57.0,2.7,0.18,80,Unhealthy
2020-06-05,2020,6,4,Friday,Dry,Simunye,28.29,52.56,22.57,1.028,11.65,28.43,18.3,46.0,3.3,0.07,85,Unhealthy
2020-06-06,2020,6,5,Saturday,Dry,Simunye,23.75,46.78,21.27,0.848,7.25,27.67,23.3,49.5,1.0,0.06,76,Moderate
2020-06-07,2020,6,6,Sunday,Dry,Simunye,20.45,35.2,21.63,0.683,10.48,28.63,15.9,29.5,3.9,0.05,69,Moderate
2020-06-08,2020,6,0,Monday,Dry,Simunye,23.39,45.5,27.97,0.947,9.4,28.45,11.2,32.5,3.8,0.01,75,Moderate
2020-06-09,2020,6,1,Tuesday,Dry,Simunye,29.99,59.91,23.19,0.978,10.13,29.31,16.8,38.3,3.5,0.0,89,Unhealthy
2020-06-10,2020,6,2,Wednesday,Dry,Simunye,27.41,50.02,28.33,1.113,11.41,31.38,12.9,43.1,0.3,0.11,83,Unhealthy
2020-06-11,2020,6,3,Thursday,Dry,Simunye,31.97,63.1,21.78,1.252,12.83,26.95,15.3,48.5,1.0,0.02,93,Unhealthy
2020-06-12,2020,6,4,Friday,Dry,Simunye,33.27,65.54,26.08,0.964,11.05,30.51,17.4,27.6,1.7,0.07,96,Unhealthy
2020-06-13,2020,6,5,Saturday,Dry,Simunye,25.55,44.7,21.33,0.665,9.01,26.19,13.0,45.7,1.8,0.02,79,Unhealthy
2020-06-14,2020,6,6,Sunday,Dry,Simunye,21.58,36.54,20.43,0.976,8.71,30.24,13.8,33.5,3.1,0.07,71,Moderate
2020-06-15,2020,6,0,Monday,Dry,Simunye,24.68,47.07,31.58,1.228,10.44,28.53,17.2,36.6,4.8,0.1,77,Moderate
2020-06-16,2020,6,1,Tuesday,Dry,Simunye,30.42,58.33,27.95,0.838,10.6,31.54,7.6,40.4,2.3,0.01,90,Unhealthy
2020-06-17,2020,6,2,Wednesday,Dry,Simunye,31.92,61.41,24.32,1.12,10.47,30.56,19.0,39.8,2.6,0.1,93,Unhealthy
2020-06-18,2020,6,3,Thursday,Dry,Simunye,24.49,48.9,27.76,1.212,11.86,35.19,17.7,17.1,1.2,0.07,77,Moderate
2020-06-19,2020,6,4,Friday,Dry,Simunye,24.8,44.75,27.56,1.156,9.28,25.04,10.8,40.0,3.1,0.01,78,Moderate
2020-06-20,2020,6,5,Saturday,Dry,Simunye,22.67,42.77,19.57,0.804,8.05,28.34,13.1,49.7,2.3,0.02,73,Moderate
2020-06-21,2020,6,6,Sunday,Dry,Simunye,25.69,44.05,20.61,0.975,7.76,25.66,18.7,35.5,3.2,0.09,80,Unhealthy
2020-06-22,2020,6,0,Monday,Dry,Simunye,28.39,59.1,25.41,0.97,11.08,31.24,13.9,40.9,1.5,0.03,85,Unhealthy
2020-06-23,2020,6,1,Tuesday,Dry,Simunye,26.44,54.23,24.05,1.229,11.35,28.44,15.3,49.6,2.9,0.0,81,Unhealthy
2020-06-24,2020,6,2,Wednesday,Dry,Simunye,31.34,62.81,26.99,1.051,9.05,29.16,11.0,46.0,2.4,0.0,91,Unhealthy
2020-06-25,2020,6,3,Thursday,Dry,Simunye,26.35,52.29,29.45,1.091,12.84,25.67,21.9,29.5,2.5,0.06,81,Unhealthy
2020-06-26,2020,6,4,Friday,Dry,Simunye,26.34,52.93,26.92,0.959,9.37,31.61,15.4,41.3,2.8,0.05,81,Unhealthy
2020-06-27,2020,6,5,Saturday,Dry,Simunye,21.15,36.98,18.23,0.694,8.99,31.0,17.2,44.0,4.0,0.18,70,Moderate
2020-06-28,2020,6,6,Sunday,Dry,Simunye,22.86,45.03,22.66,0.77,9.64,29.19,18.6,38.5,3.4,0.0,74,Moderate
2020-06-29,2020,6,0,Monday,Dry,Simunye,32.14,60.83,28.97,1.072,9.6,32.32,12.9,50.9,2.7,0.03,93,Unhealthy
2020-06-30,2020,6,1,Tuesday,Dry,Simunye,29.66,58.49,27.41,1.089,10.66,32.57,21.7,45.2,1.5,0.01,88,Unhealthy
2020-07-01,2020,7,2,Wednesday,Dry,Simunye,30.33,47.46,25.73,0.877,11.85,32.75,24.6,37.7,3.6,0.05,89,Unhealthy
2020-07-02,2020,7,3,Thursday,Dry,Simunye,27.73,50.62,26.04,1.17,11.81,31.49,17.7,44.1,2.9,0.01,84,Unhealthy
2020-07-03,2020,7,4,Friday,Dry,Simunye,31.02,64.69,25.68,1.123,11.18,27.29,10.3,44.2,0.8,0.05,91,Unhealthy
2020-07-04,2020,7,5,Saturday,Dry,Simunye,25.95,49.88,23.28,0.843,9.0,28.71,21.3,47.8,2.7,0.1,80,Unhealthy
2020-07-05,2020,7,6,Sunday,Dry,Simunye,28.41,93.12,21.3,1.002,7.3,31.55,18.3,35.8,2.3,0.0,85,Unhealthy
2020-07-06,2020,7,0,Monday,Dry,Simunye,23.75,47.69,23.42,1.186,12.5,31.84,9.3,40.5,3.2,0.11,76,Moderate
2020-07-07,2020,7,1,Tuesday,Dry,Simunye,27.77,54.11,26.58,0.973,11.63,29.67,17.0,38.4,3.6,0.04,84,Unhealthy
2020-07-08,2020,7,2,Wednesday,Dry,Simunye,32.21,52.73,24.93,1.381,11.41,32.73,11.1,34.8,1.9,0.0,93,Unhealthy
2020-07-09,2020,7,3,Thursday,Dry,Simunye,27.16,52.68,26.78,1.223,12.64,27.01,18.1,46.9,3.3,0.01,83,Unhealthy
2020-07-10,2020,7,4,Friday,Dry,Simunye,29.1,54.54,28.27,1.2,10.69,35.64,18.3,47.0,2.3,0.03,87,Unhealthy
2020-07-11,2020,7,5,Saturday,Dry,Simunye,20.38,40.0,23.06,0.76,10.11,29.49,13.2,50.8,4.2,0.07,68,Moderate
2020-07-12,2020,7,6,Sunday,Dry,Simunye,28.61,54.99,24.79,0.685,9.34,31.89,15.5,31.6,1.4,0.0,86,Unhealthy
2020-07-13,2020,7,0,Monday,Dry,Simunye,31.24,57.34,22.61,1.148,11.39,29.44,12.0,34.3,2.9,0.03,91,Unhealthy
2020-07-14,2020,7,1,Tuesday,Dry,Simunye,28.67,45.58,30.33,1.406,8.69,26.09,19.3,32.5,2.8,0.07,86,Unhealthy
2020-07-15,2020,7,2,Wednesday,Dry,Simunye,28.49,59.9,26.05,1.158,8.02,28.93,12.9,45.9,3.4,0.02,85,Unhealthy
2020-07-16,2020,7,3,Thursday,Dry,Simunye,28.83,57.26,22.97,1.394,12.41,29.19,12.2,34.7,3.1,0.0,86,Unhealthy
2020-07-17,2020,7,4,Friday,Dry,Simunye,26.93,52.2,23.73,1.022,12.52,31.28,20.3,29.0,2.0,0.14,82,Unhealthy
2020-07-18,2020,7,5,Saturday,Dry,Simunye,27.73,50.67,20.98,0.807,8.24,26.88,19.7,38.5,1.2,0.3,84,Unhealthy
2020-07-19,2020,7,6,Sunday,Dry,Simunye,22.99,47.22,20.14,1.001,9.24,31.62,14.1,59.9,2.1,0.1,74,Moderate
2020-07-20,2020,7,0,Monday,Dry,Simunye,25.27,52.06,24.02,0.902,12.28,28.43,11.8,31.5,4.6,0.1,79,Unhealthy
2020-07-21,2020,7,1,Tuesday,Dry,Simunye,30.76,59.92,27.02,1.104,9.71,28.1,17.9,43.1,1.7,0.19,90,Unhealthy
2020-07-22,2020,7,2,Wednesday,Dry,Simunye,31.42,57.98,27.39,0.983,11.88,31.06,16.0,55.8,2.2,0.01,92,Unhealthy
2020-07-23,2020,7,3,Thursday,Dry,Simunye,29.47,55.86,22.81,1.257,11.32,34.89,12.1,42.3,2.1,0.02,88,Unhealthy
2020-07-24,2020,7,4,Friday,Dry,Simunye,27.75,47.3,25.45,1.076,11.31,27.32,11.2,45.7,2.3,0.01,84,Unhealthy
2020-07-25,2020,7,5,Saturday,Dry,Simunye,18.15,32.96,22.03,0.763,8.14,32.61,21.7,41.5,4.0,0.06,64,Moderate
2020-07-26,2020,7,6,Sunday,Dry,Simunye,23.04,48.43,25.69,0.968,8.9,33.39,16.1,31.7,4.7,0.0,74,Moderate
2020-07-27,2020,7,0,Monday,Dry,Simunye,28.69,62.2,26.69,0.881,10.4,26.48,19.9,31.7,2.7,0.01,86,Unhealthy
2020-07-28,2020,7,1,Tuesday,Dry,Simunye,24.77,44.54,24.59,0.859,10.37,30.3,14.4,56.5,4.0,0.02,78,Moderate
2020-07-29,2020,7,2,Wednesday,Dry,Simunye,29.51,61.92,26.04,1.061,11.65,27.87,13.3,31.5,2.4,0.02,88,Unhealthy
2020-07-30,2020,7,3,Thursday,Dry,Simunye,23.42,48.78,27.57,0.775,11.89,26.49,17.2,27.4,4.2,0.08,75,Moderate
2020-07-31,2020,7,4,Friday,Dry,Simunye,26.43,79.95,24.1,1.009,9.78,32.59,19.2,47.0,3.2,0.02,81,Unhealthy
2020-08-01,2020,8,5,Saturday,Dry,Simunye,23.97,52.33,25.77,1.001,8.13,28.78,19.7,22.7,2.9,0.63,76,Moderate
2020-08-02,2020,8,6,Sunday,Dry,Simunye,24.51,45.1,22.39,0.999,8.68,28.99,16.6,57.4,3.9,1.12,77,Moderate
2020-08-03,2020,8,0,Monday,Dry,Simunye,27.93,60.08,27.39,1.035,12.4,31.92,19.7,40.7,4.3,0.33,84,Unhealthy
2020-08-04,2020,8,1,Tuesday,Dry,Simunye,28.19,58.01,24.76,0.95,10.74,34.1,11.9,28.5,3.7,0.29,85,Unhealthy
2020-08-05,2020,8,2,Wednesday,Dry,Simunye,29.27,59.08,28.17,1.131,11.55,26.84,16.0,36.4,2.8,0.15,87,Unhealthy
2020-08-06,2020,8,3,Thursday,Dry,Simunye,23.74,40.06,29.38,0.832,8.74,33.11,13.3,40.5,3.6,0.79,75,Moderate
2020-08-07,2020,8,4,Friday,Dry,Simunye,26.04,56.6,25.11,0.984,11.68,24.34,15.2,34.1,2.1,0.09,80,Unhealthy
